Name,IATA,Latitude,Longitude,distance
Xi'an Xianyang International Airport,XIY,34.447102,108.751999,Ellipsis
Chinggis Khaan International Airport,ULN,47.843102,106.766998,Ellipsis
Xishuangbanna Gasa Airport,JHG,21.973899841308597,100.76000213623048,Ellipsis
Kunming Changshui International Airport,KMG,25.1019444,102.9291667,Ellipsis
Xiamen Gaoqi International Airport,XMN,24.54400062561035,118.12799835205078,Ellipsis
Nanchang Changbei International Airport,KHN,28.864999771118164,115.9000015258789,Ellipsis
Fuzhou Changle International Airport,FOC,25.93510055541992,119.66300201416016,Ellipsis
Hangzhou Xiaoshan International Airport,HGH,30.22949981689453,120.43399810791016,Ellipsis
Ningbo Lishe International Airport,NGB,29.82670021057129,121.46199798583984,Ellipsis
Nanjing Lukou Airport,NKG,31.742000579833984,118.86199951171876,Ellipsis
Hefei Luogang International Airport,HFE,31.780000686645508,117.2979965209961,Ellipsis
Liuting Airport,TAO,36.2661018372,120.374000549,Ellipsis
Shanghai Hongqiao International Airport,SHA,31.197900772094727,121.33599853515624,Ellipsis
Yantai Laishan Airport,YNT,37.40169906616211,121.37200164794922,Ellipsis
Chongqing Jiangbei International Airport,CKG,29.719200134277344,106.64199829101562,Ellipsis
Longdongbao Airport,KWE,26.53849983215332,106.8010025024414,Ellipsis
Chengdu Shuangliu International Airport,CTU,30.578500747680664,103.9469985961914,Ellipsis
Xichang Qingshan Airport,XIC,27.98909950256348,102.18399810791016,Ellipsis
Kashgar Airport,KHG,39.5429000854,76.0199966431,Ellipsis
Hotan Airport,HTN,37.03850173950195,79.86489868164062,Ellipsis
Ürümqi Diwopu International Airport,URC,43.90710067749024,87.47419738769531,Ellipsis
Taiping Airport,HRB,45.6234016418457,126.25,Ellipsis
Mudanjiang Hailang International Airport,MDG,44.5241012573,129.569000244,Ellipsis
Zhoushuizi Airport,DLC,38.9656982421875,121.53900146484376,Ellipsis
Shanghai Pudong International Airport,PVG,31.143400192260746,121.80500030517578,Ellipsis
Pulau Tioman Airport,TOD,2.818180084228516,104.16000366210938,Ellipsis
Sultan Abdul Aziz Shah International Airport,SZB,3.130579948425293,101.54900360107422,Ellipsis
Noto Airport,NTQ,37.2930984497,136.962005615,Ellipsis
Borg El Arab International Airport,HBE,30.917699813842773,29.696399688720703,Ellipsis
Barter Island LRRS Airport,BTI,70.1340026855,-143.582000732,Ellipsis
Cape Lisburne LRRS Airport,LUR,68.87509918,-166.1100006,Ellipsis
Point Lay LRRS Airport,PIZ,69.73290253,-163.0050049,Ellipsis
Hilo International Airport,ITO,19.721399307250977,-155.04800415039062,Ellipsis
Orlando Executive Airport,ORL,28.5455,-81.332901,Ellipsis
Bettles Airport,BTT,66.91390228,-151.529007,Ellipsis
Indian Mountain LRRS Airport,UTO,65.99279785,-153.7039948,Ellipsis
Fort Yukon Airport,FYU,66.57150268554688,-145.25,Ellipsis
Sparrevohn LRRS Airport,SVW,61.09740067,-155.5740051,Ellipsis
Bryant Army Heliport,FRN,61.26639938,-149.6529999,Ellipsis
Tatalina LRRS Airport,TLJ,62.8944015503,-155.977005005,Ellipsis
Cape Romanzof LRRS Airport,CZF,61.78030014,-166.0390015,Ellipsis
Laurence G Hanscom Field,BED,42.47000122,-71.28900146,Ellipsis
St Paul Island Airport,SNP,57.16730117797852,-170.22000122070312,Ellipsis
Cape Newenham LRRS Airport,EHM,58.6464004517,-162.06300354,Ellipsis
St George Airport,STG,56.5783004761,-169.662002563,Ellipsis
Iliamna Airport,ILI,59.75439835,-154.9109955,Ellipsis
Platinum Airport,PTU,59.01139831542969,-161.82000732421875,Ellipsis
Big Mountain Airport,BMX,59.3611984253,-155.259002686,Ellipsis
Oscoda Wurtsmith Airport,OSC,44.451599,-83.394096,Ellipsis
Marina Municipal Airport,OAR,36.68190002,-121.762001,Ellipsis
Sacramento Mather Airport,MHR,38.55390167,-121.2979965,Ellipsis
Bicycle Lake Army Air Field,BYS,35.2804985046,-116.629997253,Ellipsis
Fort Smith Regional Airport,FSM,35.33660125732422,-94.36740112304688,Ellipsis
Merrill Field,MRI,61.2135009765625,-149.843994140625,Ellipsis
Grants-Milan Municipal Airport,GNT,35.167301178,-107.902000427,Ellipsis
Ponca City Regional Airport,PNC,36.73199844,-97.09980011,Ellipsis
Hunter Army Air Field,SVN,32.00999832,-81.14569855,Ellipsis
Grand Forks International Airport,GFK,47.949299,-97.176102,Ellipsis
"Pine Bluff Regional Airport, Grider Field",PBF,34.1731,-91.9356,Ellipsis
Whiting Field Naval Air Station - North,NSE,30.7241993,-87.02189636,Ellipsis
Hana Airport,HNM,20.79560089111328,-156.01400756835938,Ellipsis
Ernest A. Love Field,PRC,34.65449905,-112.4199982,Ellipsis
Trenton Mercer Airport,TTN,40.27669906616211,-74.8134994506836,Ellipsis
General Edward Lawrence Logan International Airport,BOS,42.36429977,-71.00520325,Ellipsis
Travis Air Force Base,SUU,38.262699127197,-121.92700195312,Ellipsis
Griffiss International Airport,RME,43.23379898,-75.40699768,Ellipsis
Wendover Airport,ENV,40.7187004089,-114.03099823,Ellipsis
Mobile Downtown Airport,BFM,30.626800537100003,-88.06809997559999,Ellipsis
Metropolitan Oakland International Airport,OAK,37.721298,-122.221001,Ellipsis
Eppley Airfield,OMA,41.3032,-95.894096,Ellipsis
Kahului Airport,OGG,20.8986,-156.429993,Ellipsis
Wichita Eisenhower National Airport,ICT,37.649899,-97.433098,Ellipsis
Kansas City International Airport,MCI,39.2976,-94.713898,Ellipsis
Dane County Regional Truax Field,MSN,43.13990020751953,-89.3375015258789,Ellipsis
Dillingham Airport,DLG,59.04470062,-158.5050049,Ellipsis
Boone County Airport,HRO,36.26150131225586,-93.15470123291016,Ellipsis
Phoenix Sky Harbor International Airport,PHX,33.43429946899414,-112.01200103759766,Ellipsis
Bangor International Airport,BGR,44.80739974975586,-68.8281021118164,Ellipsis
Fort Lauderdale Executive Airport,FXE,26.1972999573,-80.1707000732,Ellipsis
East Texas Regional Airport,GGG,32.38399887084961,-94.71150207519533,Ellipsis
Anderson Regional Airport,AND,34.4945983887,-82.70939636230001,Ellipsis
Spokane International Airport,GEG,47.61989974975586,-117.53399658203124,Ellipsis
North Perry Airport,HWO,26.0012,-80.2407,Ellipsis
San Francisco International Airport,SFO,37.61899948120117,-122.375,Ellipsis
Cut Bank International Airport,CTB,48.6083984375,-112.375999451,Ellipsis
Acadiana Regional Airport,ARA,30.0378,-91.883904,Ellipsis
Gainesville Regional Airport,GNV,29.6900997162,-82.2717971802,Ellipsis
Memphis International Airport,MEM,35.04240036010742,-89.97669982910156,Ellipsis
Bisbee Douglas International Airport,DUG,31.4689998627,-109.603996277,Ellipsis
Allen Army Airfield,BIG,63.9944992065,-145.722000122,Ellipsis
TSTC Waco Airport,CNW,31.6378002167,-97.0740966797,Ellipsis
Annette Island Airport,ANN,55.04240036010742,-131.57200622558594,Ellipsis
Caribou Municipal Airport,CAR,46.8714981079,-68.0178985596,Ellipsis
Little Rock Air Force Base,LRF,34.916900634799994,-92.14969635010002,Ellipsis
Redstone Army Air Field,HUA,34.67869949,-86.68479919,Ellipsis
Pope Field,POB,35.1708984375,-79.014503479004,Ellipsis
Dalhart Municipal Airport,DHT,36.0225982666,-102.54699707,Ellipsis
DLF Airport,DLF,29.359501,-100.778002,Ellipsis
Los Angeles International Airport,LAX,33.94250107,-118.4079971,Ellipsis
Anniston Regional Airport,ANB,33.5882,-85.8581,Ellipsis
Cleveland Hopkins International Airport,CLE,41.4117012024,-81.8498001099,Ellipsis
Dover Air Force Base,DOV,39.12950134,-75.46600342,Ellipsis
Cincinnati Northern Kentucky International Airport,CVG,39.0488014221,-84.6678009033,Ellipsis
Tipton Airport,FME,39.08539962769999,-76.7593994141,Ellipsis
Huron Regional Airport,HON,44.38520050048828,-98.22850036621094,Ellipsis
Juneau International Airport,JNU,58.35499954223633,-134.5760040283203,Ellipsis
Lafayette Regional Airport,LFT,30.20529938,-91.98760223,Ellipsis
Newark Liberty International Airport,EWR,40.692501068115234,-74.168701171875,Ellipsis
Boise Air Terminal/Gowen Field,BOI,43.5644,-116.223,Ellipsis
Creech Air Force Base,INS,36.5872001648,-115.672996521,Ellipsis
Garden City Regional Airport,GCK,37.9275016785,-100.723999023,Ellipsis
Minot International Airport,MOT,48.2593994140625,-101.27999877929688,Ellipsis
Wheeler Army Airfield,HHI,21.48349953,-158.0399933,Ellipsis
Maxwell Air Force Base,MXF,32.3829,-86.365799,Ellipsis
Dallas Love Field,DAL,32.847099,-96.851799,Ellipsis
Butts AAF (Fort Carson) Air Field,FCS,38.67839813,-104.7570038,Ellipsis
Helena Regional Airport,HLN,46.6068000793457,-111.98300170898438,Ellipsis
Miramar Marine Corps Air Station - Mitscher Field,NKX,32.86840057,-117.1429977,Ellipsis
Luke Air Force Base,LUF,33.534999847399995,-112.383003235,Ellipsis
Jack Northrop Field Hawthorne Municipal Airport,HHR,33.922798,-118.334999,Ellipsis
Houlton International Airport,HUL,46.1231002808,-67.792098999,Ellipsis
Vance Air Force Base,END,36.3391990662,-97.9164962769,Ellipsis
Point Mugu Naval Air Station (Naval Base Ventura Co),NTD,34.120300293,-119.121002197,Ellipsis
Edwards Air Force Base,EDW,34.905399,-117.884003,Ellipsis
Lake Charles Regional Airport,LCH,30.126100540161133,-93.22329711914062,Ellipsis
Ellison Onizuka Kona International At Keahole Airport,KOA,19.738783,-156.045603,Ellipsis
Myrtle Beach International Airport,MYR,33.6796989441,-78.9282989502,Ellipsis
Lemoore Naval Air Station (Reeves Field) Airport,NLC,36.33300018,-119.9520035,Ellipsis
Nantucket Memorial Airport,ACK,41.25310135,-70.06020355,Ellipsis
Felker Army Air Field,FAF,37.1324996948,-76.60880279540001,Ellipsis
Campbell AAF (Fort Campbell) Air Field,HOP,36.668598175,-87.49620056150002,Ellipsis
Ronald Reagan Washington National Airport,DCA,38.8521,-77.037697,Ellipsis
Patuxent River Naval Air Station (Trapnell Field),NHK,38.285999,-76.411797,Ellipsis
Palacios Municipal Airport,PSX,28.727500915527,-96.250999450684,Ellipsis
Arkansas International Airport,BYH,35.9642982483,-89.94400024410001,Ellipsis
Atlantic City International Airport,ACY,39.45759963989258,-74.57720184326172,Ellipsis
Tinker Air Force Base,TIK,35.414699554443,-97.386596679688,Ellipsis
Elizabeth City Regional Airport & Coast Guard Air Station,ECG,36.26060104,-76.17459869,Ellipsis
Pueblo Memorial Airport,PUB,38.289100646972656,-104.49700164794922,Ellipsis
Northern Maine Regional Airport at Presque Isle,PQI,46.68899918,-68.0447998,Ellipsis
Gray Army Air Field,GRF,47.07920074,-122.5810013,Ellipsis
Kodiak Airport,ADQ,57.75,-152.4940033,Ellipsis
Upolu Airport,UPP,20.265300750732425,-155.86000061035156,Ellipsis
Fort Lauderdale Hollywood International Airport,FLL,26.072599,-80.152702,Ellipsis
Falls International Airport,INL,48.566200256347656,-93.4030990600586,Ellipsis
Salt Lake City International Airport,SLC,40.78839874267578,-111.97799682617188,Ellipsis
Childress Municipal Airport,CDS,34.4337997437,-100.288002014,Ellipsis
Keesler Air Force Base,BIX,30.4104003906,-88.92440032959999,Ellipsis
Lawson Army Air Field (Fort Benning),LSF,32.337299346900004,-84.9913024902,Ellipsis
Kingsville Naval Air Station,NQI,27.5072002411,-97.8097000122,Ellipsis
Marshall Army Air Field,FRI,39.05530167,-96.76450348,Ellipsis
Harrisburg International Airport,MDT,40.1935005188,-76.7633972168,Ellipsis
Lincoln Airport,LNK,40.85100173950195,-96.75920104980467,Ellipsis
Capital City Airport,LAN,42.77870178222656,-84.58740234375,Ellipsis
Waimea Kohala Airport,MUE,20.001300811767575,-155.66799926757812,Ellipsis
Massena International Richards Field,MSS,44.93579864501953,-74.84559631347656,Ellipsis
Hickory Regional Airport,HKY,35.74110031,-81.38950348,Ellipsis
Albert Whitted Airport,SPG,27.7651,-82.626999,Ellipsis
Page Field,FMY,26.58659935,-81.86329650879999,Ellipsis
George Bush Intercontinental Houston Airport,IAH,29.984399795532227,-95.34140014648438,Ellipsis
Joint Base Andrews,ADW,38.810799,-76.866997,Ellipsis
Smith Reynolds Airport,INT,36.13370132446289,-80.22200012207031,Ellipsis
Southern California Logistics Airport,VCV,34.597499847399995,-117.383003235,Ellipsis
Bob Sikes Airport,CEW,30.778799057,-86.522102356,Ellipsis
St Clair County International Airport,PHN,42.9109993,-82.52890015,Ellipsis
Meadows Field,BFL,35.43360138,-119.0569992,Ellipsis
El Paso International Airport,ELP,31.80719948,-106.3779984,Ellipsis
Valley International Airport,HRL,26.228500366210938,-97.65440368652344,Ellipsis
Columbia Metropolitan Airport,CAE,33.93880081176758,-81.11949920654297,Ellipsis
Davis Monthan Air Force Base,DMA,32.1665000916,-110.883003235,Ellipsis
Pensacola Naval Air Station/Forrest Sherman Field,NPA,30.35269928,-87.31860352,Ellipsis
Pensacola Regional Airport,PNS,30.473400115967,-87.186599731445,Ellipsis
Grand Forks Air Force Base,RDR,47.961101532,-97.4011993408,Ellipsis
William P Hobby Airport,HOU,29.64539909,-95.27890015,Ellipsis
Buckley Air Force Base,BFK,39.7016983032,-104.751998901,Ellipsis
Northway Airport,ORT,62.9612999,-141.9290009,Ellipsis
"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ,61.594898,-149.08901,Ellipsis
Pittsburgh International Airport,PIT,40.49150085,-80.23290253,Ellipsis
Wiley Post Will Rogers Memorial Airport,BRW,71.285402,-156.766008,Ellipsis
Ellington Airport,EFD,29.6072998047,-95.1587982178,Ellipsis
Whidbey Island Naval Air Station (Ault Field),NUW,48.351799,-122.655998,Ellipsis
Alice International Airport,ALI,27.7409000397,-98.02690124510002,Ellipsis
Moody Air Force Base,VAD,30.9678001404,-83.1930007935,Ellipsis
Miami International Airport,MIA,25.79319953918457,-80.29060363769531,Ellipsis
Seattle Tacoma International Airport,SEA,47.449001,-122.308998,Ellipsis
Lovell Field,CHA,35.035301208496094,-85.20379638671875,Ellipsis
Igor I Sikorsky Memorial Airport,BDR,41.16350173950195,-73.1261978149414,Ellipsis
Jackson-Medgar Wiley Evers International Airport,JAN,32.3111991882,-90.0758972168,Ellipsis
Scholes International At Galveston Airport,GLS,29.265300750732425,-94.8603973388672,Ellipsis
Long Beach /Daugherty Field/ Airport,LGB,33.81769943,-118.1520004,Ellipsis
Dillingham Airfield,HDH,21.5795001984,-158.197006226,Ellipsis
Williamsport Regional Airport,IPT,41.241798400878906,-76.92109680175781,Ellipsis
Indianapolis International Airport,IND,39.7173,-86.294403,Ellipsis
Whiteman Air Force Base,SZL,38.73030090332,-93.547897338867,Ellipsis
Akron Fulton International Airport,AKC,41.0374984741,-81.4669036865,Ellipsis
Greenwood–Leflore Airport,GWO,33.4943008423,-90.0847015381,Ellipsis
Westchester County Airport,HPN,41.06700134277344,-73.70760345458984,Ellipsis
Francis S Gabreski Airport,FOK,40.8437004089,-72.6317977905,Ellipsis
Jonesboro Municipal Airport,JBR,35.83169937133789,-90.64640045166016,Ellipsis
Tonopah Test Range Airport,XSD,37.7988014221,-116.78099823,Ellipsis
Palm Beach County Park Airport,LNA,26.59300041,-80.08509827,Ellipsis
North Island Naval Air Station-Halsey Field,NZY,32.69919968,-117.2149963,Ellipsis
Biggs Army Air Field (Fort Bliss),BIF,31.84950066,-106.3799973,Ellipsis
Yuma MCAS/Yuma International Airport,YUM,32.65660095,-114.6060028,Ellipsis
Cavern City Air Terminal,CNM,32.337501525878906,-104.26300048828124,Ellipsis
Duluth International Airport,DLH,46.8420982361,-92.1936035156,Ellipsis
Bethel Airport,BET,60.77980042,-161.8379974,Ellipsis
Bowman Field,LOU,38.2280006409,-85.6636962891,Ellipsis
Sierra Vista Municipal Libby Army Air Field,FHU,31.588499069213867,-110.34400177001952,Ellipsis
Lihue Airport,LIH,21.97599983215332,-159.33900451660156,Ellipsis
"Terre Haute Regional Airport, Hulman Field",HUF,39.4515,-87.307602,Ellipsis
Havre City County Airport,HVR,48.54299927,-109.762001,Ellipsis
Grant County International Airport,MWH,47.20769882,-119.3199997,Ellipsis
Edward F Knapp State Airport,MPV,44.20349884,-72.56230164,Ellipsis
Richmond International Airport,RIC,37.50519943237305,-77.3197021484375,Ellipsis
Shreveport Regional Airport,SHV,32.446602,-93.8256,Ellipsis
Merle K (Mudhole) Smith Airport,CDV,60.4917984,-145.4779968,Ellipsis
Norfolk International Airport,ORF,36.89459991455078,-76.20120239257812,Ellipsis
Southeast Texas Regional Airport,BPT,29.9507999420166,-94.02069854736328,Ellipsis
Savannah Hilton Head International Airport,SAV,32.12760162,-81.20210266,Ellipsis
Hill Air Force Base,HIF,41.12403,-111.973086,Ellipsis
Nome Airport,OME,64.51219940185547,-165.44500732421875,Ellipsis
St Petersburg Clearwater International Airport,PIE,27.91020012,-82.68740082,Ellipsis
Menominee Regional Airport,MNM,45.126701,-87.638397,Ellipsis
Conroe-North Houston Regional Airport,CXO,30.351801,-95.414497,Ellipsis
Deadhorse Airport,SCC,70.19470215,-148.4649963,Ellipsis
San Antonio International Airport,SAT,29.533700942993164,-98.46980285644533,Ellipsis
Greater Rochester International Airport,ROC,43.118900299072266,-77.67240142822266,Ellipsis
Patrick Air Force Base,COF,28.2348995209,-80.6100997925,Ellipsis
Teterboro Airport,TEB,40.85010147089999,-74.060798645,Ellipsis
Ellsworth Air Force Base,RCA,44.14500046,-103.1039963,Ellipsis
Raleigh Durham International Airport,RDU,35.87760162353516,-78.7874984741211,Ellipsis
James M Cox Dayton International Airport,DAY,39.90240097045898,-84.21939849853516,Ellipsis
Kenai Municipal Airport,ENA,60.57310104370117,-151.2449951171875,Ellipsis
Mc Alester Regional Airport,MLC,34.882401,-95.783501,Ellipsis
Niagara Falls International Airport,IAG,43.1072998046875,-78.94619750976562,Ellipsis
Coulter Field,CFD,30.7157001495,-96.3313980103,Ellipsis
Wright AAF (Fort Stewart)/Midcoast Regional Airport,LIY,31.889099,-81.562303,Ellipsis
Newport News Williamsburg International Airport,PHF,37.13190079,-76.49299622,Ellipsis
Esler Regional Airport,ESF,31.3948993683,-92.2957992554,Ellipsis
Altus Air Force Base,LTS,34.667098999,-99.2667007446,Ellipsis
Tucson International Airport,TUS,32.1161003112793,-110.94100189208984,Ellipsis
Minot Air Force Base,MIB,48.4156,-101.358002,Ellipsis
Beale Air Force Base,BAB,39.136100769,-121.43699646,Ellipsis
Greater Kankakee Airport,IKK,41.07139968869999,-87.8462982178,Ellipsis
Seymour Johnson Air Force Base,GSB,35.33940125,-77.96060181,Ellipsis
Theodore Francis Green State Airport,PVD,41.732601,-71.420403,Ellipsis
Salisbury Ocean City Wicomico Regional Airport,SBY,38.34049987792969,-75.51029968261719,Ellipsis
Bob Hope Airport,BUR,34.20069885253906,-118.35900115966795,Ellipsis
Detroit Metropolitan Wayne County Airport,DTW,42.212398529052734,-83.35340118408203,Ellipsis
Tampa International Airport,TPA,27.975500106811523,-82.533203125,Ellipsis
Pembina Municipal Airport,PMB,48.9425010681,-97.2407989502,Ellipsis
Polk Army Air Field,POE,31.0447998,-93.1917038,Ellipsis
Eielson Air Force Base,EIL,64.66570282,-147.102005,Ellipsis
Range Regional Airport,HIB,47.38660049,-92.83899689,Ellipsis
Angelina County Airport,LFK,31.2339992523,-94.75,Ellipsis
Midland International Airport,MAF,31.9424991607666,-102.2020034790039,Ellipsis
Austin Straubel International Airport,GRB,44.48509979248047,-88.12960052490234,Ellipsis
Ardmore Municipal Airport,ADM,34.30301,-97.0196342,Ellipsis
Mc Guire Air Force Base,WRI,40.0155983,-74.59169769,Ellipsis
Augusta Regional At Bush Field,AGS,33.36989974975586,-81.9645004272461,Ellipsis
Sloulin Field International Airport,ISN,48.177898407,-103.641998291,Ellipsis
Bill & Hillary Clinton National Airport/Adams Field,LIT,34.729400634799994,-92.2242965698,Ellipsis
Stewart International Airport,SWF,41.50410079956055,-74.10479736328125,Ellipsis
Baudette International Airport,BDE,48.7284011841,-94.612197876,Ellipsis
Sacramento Executive Airport,SAC,38.5125007629,-121.492996216,Ellipsis
Homer Airport,HOM,59.645599365234375,-151.4770050048828,Ellipsis
Waynesville-St. Robert Regional Forney field,TBN,37.74160004,-92.14070129,Ellipsis
Dobbins Air Reserve Base,MGE,33.91540146,-84.51629639,Ellipsis
Fairchild Air Force Base,SKA,47.6151008606,-117.65599823,Ellipsis
Roscommon County - Blodgett Memorial Airport,HTL,44.359798,-84.671095,Ellipsis
Tyndall Air Force Base,PAM,30.0695991516,-85.57540130619999,Ellipsis
Dallas Fort Worth International Airport,DFW,32.896801,-97.038002,Ellipsis
Melbourne International Airport,MLB,28.10280036926269,-80.64530181884766,Ellipsis
McChord Air Force Base,TCM,47.1376991272,-122.475997925,Ellipsis
Austin Bergstrom International Airport,AUS,30.194499969482425,-97.6698989868164,Ellipsis
Rickenbacker International Airport,LCK,39.813801,-82.927803,Ellipsis
Sawyer International Airport,MQT,46.3535995483,-87.395401001,Ellipsis
McGhee Tyson Airport,TYS,35.81100082,-83.9940033,Ellipsis
Hood Army Air Field,HLR,31.1387004852,-97.7145004272,Ellipsis
St Louis Lambert International Airport,STL,38.748697,-90.370003,Ellipsis
Millville Municipal Airport,MIV,39.367802,-75.072197,Ellipsis
Sheppard Air Force Base-Wichita Falls Municipal Airport,SPS,33.9888,-98.491898,Ellipsis
Cincinnati Municipal Airport Lunken Field,LUK,39.10329819,-84.41860199,Ellipsis
Hartsfield Jackson Atlanta International Airport,ATL,33.6367,-84.428101,Ellipsis
Castle Airport,MER,37.38050079,-120.5680008,Ellipsis
Mc Clellan Airfield,MCC,38.66759872,-121.401001,Ellipsis
Gerald R. Ford International Airport,GRR,42.88079834,-85.52279663,Ellipsis
Winkler County Airport,INK,31.7796001434,-103.200996399,Ellipsis
Fresno Yosemite International Airport,FAT,36.77619934082031,-119.71800231933594,Ellipsis
Vero Beach Regional Airport,VRB,27.6556,-80.417901,Ellipsis
Imperial County Airport,IPL,32.834201812699995,-115.57900238,Ellipsis
Nashville International Airport,BNA,36.1245002746582,-86.6781997680664,Ellipsis
Laredo International Airport,LRD,27.543800354003903,-99.46160125732422,Ellipsis
Elmendorf Air Force Base,EDF,61.2509994506836,-149.8070068359375,Ellipsis
Ralph Wien Memorial Airport,OTZ,66.88469696,-162.598999,Ellipsis
Altoona Blair County Airport,AOO,40.29639816,-78.31999969,Ellipsis
Dyess Air Force Base,DYS,32.4207992554,-99.854598999,Ellipsis
South Arkansas Regional At Goodwin Field,ELD,33.22100067138672,-92.81330108642578,Ellipsis
La Guardia Airport,LGA,40.77719879,-73.87259674,Ellipsis
Tallahassee Regional Airport,TLH,30.396499633789062,-84.35030364990234,Ellipsis
Dupage Airport,DPA,41.90779877,-88.24859619,Ellipsis
Waco Regional Airport,ACT,31.611299514770508,-97.23049926757812,Ellipsis
Augusta State Airport,AUG,44.3205986023,-69.7973022461,Ellipsis
Jacksonville Naval Air Station (Towers Field),NIP,30.2358,-81.680603,Ellipsis
McKellar-Sipes Regional Airport,MKL,35.599899,-88.915604,Ellipsis
Molokai Airport,MKK,21.15290069580078,-157.0959930419922,Ellipsis
Godman Army Air Field,FTK,37.9071006775,-85.9720993042,Ellipsis
San Angelo Regional Mathis Field,SJT,31.35770034790039,-100.49600219726562,Ellipsis
Calexico International Airport,CXL,32.6694984436,-115.513000488,Ellipsis
Chico Municipal Airport,CIC,39.79539871,-121.8580017,Ellipsis
Burlington International Airport,BTV,44.4719009399,-73.15329742429999,Ellipsis
Jacksonville International Airport,JAX,30.49410057067871,-81.68789672851562,Ellipsis
Durango La Plata County Airport,DRO,37.1515007019,-107.753997803,Ellipsis
Washington Dulles International Airport,IAD,38.94449997,-77.45580292,Ellipsis
Easterwood Field,CLL,30.58860016,-96.36380005,Ellipsis
Felts Field,SFF,47.682800292969,-117.32299804688,Ellipsis
General Mitchell International Airport,MKE,42.94720077514648,-87.89659881591797,Ellipsis
Abilene Regional Airport,ABI,32.4113006592,-99.6819000244,Ellipsis
Columbia Regional Airport,COU,38.81809997558594,-92.21959686279295,Ellipsis
Portland International Airport,PDX,45.58869934,-122.5979996,Ellipsis
Dade Collier Training and Transition Airport,TNT,25.861799240112,-80.897003173828,Ellipsis
Palm Beach International Airport,PBI,26.68320083618164,-80.09559631347656,Ellipsis
Fort Worth Meacham International Airport,FTW,32.819801,-97.362396,Ellipsis
Ogdensburg International Airport,OGS,44.6819000244,-75.46549987790002,Ellipsis
Cape Cod Coast Guard Air Station,FMH,41.6584014893,-70.5214004517,Ellipsis
Boeing Field King County International Airport,BFI,47.52999877929688,-122.302001953125,Ellipsis
Lackland Air Force Base,SKF,29.38419914,-98.58110046,Ellipsis
Daniel K Inouye International Airport,HNL,21.32062,-157.924228,Ellipsis
Des Moines International Airport,DSM,41.53400039672852,-93.66310119628906,Ellipsis
Coastal Carolina Regional Airport,EWN,35.0730018616,-77.04290008539999,Ellipsis
San Diego International Airport,SAN,32.7336006165,-117.190002441,Ellipsis
Monroe Regional Airport,MLU,32.51089859008789,-92.0376968383789,Ellipsis
Shaw Air Force Base,SSC,33.97269821,-80.47059631,Ellipsis
Ontario International Airport,ONT,34.055999755859375,-117.60099792480467,Ellipsis
Majors Airport,GVT,33.0677986145,-96.0652999878,Ellipsis
Roswell International Air Center Airport,ROW,33.30160140991211,-104.53099822998048,Ellipsis
Coleman A. Young Municipal Airport,DET,42.40919876,-83.00990295,Ellipsis
Brownsville South Padre Island International Airport,BRO,25.90679931640625,-97.4259033203125,Ellipsis
Dothan Regional Airport,DHN,31.3213005065918,-85.44960021972656,Ellipsis
Cape May County Airport,WWD,39.0084991455,-74.9083023071,Ellipsis
Fallon Naval Air Station,NFL,39.41659927,-118.7009964,Ellipsis
Selfridge Air National Guard Base Airport,MTC,42.613463,-82.836919,Ellipsis
Four Corners Regional Airport,FMN,36.7411994934,-108.230003357,Ellipsis
Corpus Christi International Airport,CRP,27.77039909362793,-97.5011978149414,Ellipsis
Syracuse Hancock International Airport,SYR,43.11119842529297,-76.1063003540039,Ellipsis
Naval Air Station Key West/Boca Chica Field,NQX,24.57579994,-81.68890381,Ellipsis
Chicago Midway International Airport,MDW,41.785999,-87.752403,Ellipsis
Norman Y. Mineta San Jose International Airport,SJC,37.362598,-121.929001,Ellipsis
Lea County Regional Airport,HOB,32.6875,-103.2170029,Ellipsis
Northeast Philadelphia Airport,PNE,40.081902,-75.010597,Ellipsis
Denver International Airport,DEN,39.861698150635,-104.672996521,Ellipsis
Philadelphia International Airport,PHL,39.87189865112305,-75.24109649658203,Ellipsis
Sioux Gateway Col. Bud Day Field,SUX,42.40259933,-96.38439941,Ellipsis
Middle Georgia Regional Airport,MCN,32.69279861450195,-83.64920043945312,Ellipsis
Truth Or Consequences Municipal Airport,TCS,33.2369003296,-107.272003174,Ellipsis
Palmdale Regional/USAF Plant 42 Airport,PMD,34.62939835,-118.0849991,Ellipsis
Randolph Air Force Base,RND,29.52969933,-98.27890015,Ellipsis
El Centro NAF Airport (Vraciu Field),NJK,32.829201,-115.671996,Ellipsis
John Glenn Columbus International Airport,CMH,39.998001,-82.891899,Ellipsis
Drake Field,FYV,36.00510025024414,-94.17009735107422,Ellipsis
Henry Post Army Air Field (Fort Sill),FSI,34.64979935,-98.40219879,Ellipsis
Wright-Patterson Air Force Base,FFO,39.8260993958,-84.0483016968,Ellipsis
Edward G. Pitka Sr Airport,GAL,64.73619843,-156.9369965,Ellipsis
Mineral Wells Airport,MWL,32.7816009521,-98.0602035522,Ellipsis
Mc Connell Air Force Base,IAB,37.62189865,-97.26820374,Ellipsis
New Orleans NAS JRB/Alvin Callender Field,NBG,29.82530022,-90.03500366,Ellipsis
Beaufort County Airport,BFT,32.4122009277,-80.6343994141,Ellipsis
Texarkana Regional Webb Field,TXK,33.45370101928711,-93.99099731445312,Ellipsis
