Name,IATA,Latitude,Longitude
Saint Louis Airport,XLS,16.050800323486328,-16.463199615478516
Bakel Airport,BXE,14.847299575805664,-12.468299865722656
Kédougou Airport,KGG,12.57229995727539,-12.22029972076416
Tambacounda Airport,TUD,13.73680019378662,-13.65310001373291
Aioun el Atrouss Airport,AEO,16.711299896240234,-9.637880325317385
Tidjikja Airport,TIY,18.57010078430176,-11.423500061035156
Kiffa Airport,KFA,16.59000015258789,-11.406200408935549
Néma Airport,EMN,16.621999740600586,-7.3165998458862305
Kaédi Airport,KED,16.159500122070312,-13.50759983062744
Nouakchott–Oumtounsy International Airport,NKC,18.31,-15.9697222
Sélibaby Airport,SEY,15.179699897766112,-12.207300186157228
Atar International Airport,ATR,20.506799697875977,-13.04319953918457
Nouadhibou International Airport,NDB,20.9330997467041,-17.030000686645508
Fria Airport,FIG,10.350600242615,-13.569199562073
Faranah Airport,FAA,10.0354995728,-10.7698001862
Tata Airport,LEK,11.326100349426,-12.286800384521
Amílcar Cabral International Airport,SID,16.7414,-22.9494
Rabil Airport,BVC,16.136499404907227,-22.888900756835938
Maio Airport,MMO,15.15590000152588,-23.213699340820312
Preguiça Airport,SNE,16.58839988708496,-24.28470039367676
São Pedro Airport,VXE,16.833200454711914,-25.055299758911133
Addis Ababa Bole International Airport,ADD,8.97789001465,38.7993011475
Arba Minch Airport,AMH,6.0393900871276855,37.59049987792969
Axum Airport,AXU,14.14680004119873,38.77280044555664
Bahir Dar Airport,BJR,11.608099937438965,37.32160186767578
Aba Tenna Dejazmach Yilma International Airport,DIR,9.624699592590332,41.85419845581055
Gambella Airport,GMB,8.12876033782959,34.5630989074707
Gonder Airport,GDQ,12.51990032196045,37.43399810791016
Jimma Airport,JIM,7.66609001159668,36.81660079956055
Lalibella Airport,LLI,11.975000381469728,38.97999954223633
Mekele Airport,MQX,13.467399597167969,39.53350067138672
Asosa Airport,ASO,10.018500328063965,34.586299896240234
Bujumbura International Airport,BJM,-3.3240199089050293,29.318500518798828
Egal International Airport,HGA,9.518170356750488,44.08879852294922
Berbera Airport,BBO,10.389200210571287,44.94110107421875
Kisimayu Airport,KMU,-0.3773530125617981,42.45920181274414
El Nouzha Airport,ALY,31.183900833129883,29.94890022277832
Abu Simbel Airport,ABS,22.3759994507,31.611700058
Cairo International Airport,CAI,30.12190055847168,31.40559959411621
Cairo West Airport,CWE,30.116399765,30.9153995514
Hurghada International Airport,HRG,27.178300857543945,33.799400329589844
El Gora Airport,EGH,31.068559,34.129629
Luxor International Airport,LXR,25.671,32.7066
Mersa Matruh Airport,MUH,31.3253993988,27.2217006683
Port Said Airport,PSD,31.27939987182617,32.2400016784668
St Catherine International Airport,SKV,28.685300827,34.0625
Aswan International Airport,ASW,23.9643993378,32.8199996948
El Tor Airport,ELT,28.208999633789062,33.64550018310547
Eldoret International Airport,EDL,0.4044579863548279,35.23889923095703
Kakamega Airport,GGM,0.271342009306,34.7873001099
Kisumu Airport,KIS,-0.0861390009522438,34.72890090942383
Kitale Airport,KTL,0.9719889760017396,34.95859909057617
Lodwar Airport,LOK,3.1219699382781982,35.608699798583984
Manda Airstrip,LAU,-2.252419948577881,40.91310119628906
Mombasa Moi International Airport,MBA,-4.034830093383789,39.594200134277344
Nairobi Wilson Airport,WIL,-1.321720004081726,36.81480026245117
Wajir Airport,WJR,1.73324,40.091599
Ghat Airport,GHT,25.1455993652,10.1426000595
Kufra Airport,AKF,24.178699493408203,23.31399917602539
Benina International Airport,BEN,32.096801757799994,20.2695007324
Sabha Airport,SEB,26.98699951171875,14.47249984741211
Tripoli International Airport,TIP,32.6635017395,13.1590003967
Marsa Brega Airport,LMQ,30.37809944152832,19.576400756835938
Hon Airport,HUQ,29.11009979248047,15.96560001373291
Ghadames East Airport,LTD,30.15169906616211,9.715310096740724
Gisenyi Airport,GYI,-1.6771999597549438,29.258899688720703
Kigali International Airport,KGL,-1.96863,30.1395
Kamembe Airport,KME,-2.462239980697632,28.907899856567383
Dongola Airport,DOG,19.1539001465,30.4300994873
Damazin Airport,RSS,11.7859,34.3367
El Fasher Airport,ELF,13.61489963531494,25.32460021972656
Kassala Airport,KSL,15.387499809265137,36.328800201416016
Kadugli Airport,KDX,11.137999534600002,29.7010993958
El Obeid Airport,EBD,13.153200149536133,30.23270034790039
Juba International Airport,JUB,4.87201023102,31.6011009216
Malakal Airport,MAK,9.55897045135498,31.65220069885254
Khartoum International Airport,KRT,15.589500427246094,32.553199768066406
Arusha Airport,ARK,-3.3677899837493896,36.63330078125
Julius Nyerere International Airport,DAR,-6.87811,39.202599
Dodoma Airport,DOD,-6.170440196990967,35.75260162353516
Iringa Airport,IRI,-7.668630123138428,35.75210189819336
Kilimanjaro International Airport,JRO,-3.42940998077,37.0745010376
Lake Manyara Airport,LKY,-3.376310110092163,35.81829833984375
Mtwara Airport,MYW,-10.339099884033203,40.18180084228516
Mwanza Airport,MWZ,-2.4444899559021,32.932701110839844
Pemba Airport,PMA,-5.257259845733643,39.8114013671875
Tanga Airport,TGT,-5.092360019683838,39.07120132446289
Abeid Amani Karume International Airport,ZNZ,-6.22202,39.224899
Entebbe International Airport,EBB,0.042386,32.443501
Soroti Airport,SRT,1.7276899814605713,33.622798919677734
Tirana International Airport Mother Teresa,TIA,41.4146995544,19.7206001282
Burgas Airport,BOJ,42.56959915161133,27.515199661254883
Gorna Oryahovitsa Airport,GOZ,43.15140151977539,25.712900161743164
Plovdiv International Airport,PDV,42.067799,24.8508
Sofia Airport,SOF,42.69669342041016,23.411436080932617
Stara Zagora Airport,SZR,42.3766667,25.655
Varna Airport,VAR,43.232101,27.8251
Larnaca International Airport,LCA,34.875099182128906,33.624900817871094
Paphos International Airport,PFO,34.71799850463867,32.48569869995117
RAF Akrotiri,AKT,34.590401,32.9879
Dubrovnik Airport,DBV,42.5614013671875,18.268199920654297
Osijek Airport,OSI,45.46269989013672,18.810199737548828
Pula Airport,PUY,44.89350128173828,13.922200202941896
Rijeka Airport,RJK,45.21689987182617,14.570300102233888
Split Airport,SPU,43.53889846801758,16.29800033569336
Zagreb Airport,ZAG,45.7429008484,16.0687999725
Zadar Airport,ZAD,44.108299,15.3467
Albacete-Los Llanos Airport,ABC,38.9485015869,-1.86352002621
Alicante International Airport,ALC,38.28219985961914,-0.5581560134887695
Almería International Airport,LEI,36.84389877319336,-2.3701000213623047
Asturias Airport,OVD,43.5635986328125,-6.0346198081970215
Córdoba Airport,ODB,37.84199905395508,-4.848879814147949
Bilbao Airport,BIO,43.30110168457031,-2.9106099605560303
Barcelona International Airport,BCN,41.2971,2.07846
Badajoz Airport,BJZ,38.891300201416016,-6.8213300704956055
A Coruña Airport,LCG,43.302101,-8.37726
Girona Airport,GRO,41.901000977,2.7605500221
Federico Garcia Lorca Airport,GRX,37.18870162963867,-3.777359962463379
Ibiza Airport,IBZ,38.8728981018,1.3731199502899998
Jerez Airport,XRY,36.74459838867188,-6.060110092163086
San Javier Airport,MJV,37.775001525878906,-0.8123890161514282
Adolfo Suárez Madrid–Barajas Airport,MAD,40.471926,-3.56264
Málaga Airport,AGP,36.67490005493164,-4.499110221862793
Menorca Airport,MAH,39.86259841918945,4.218649864196777
Moron Air Base,OZP,37.17490005493164,-5.615940093994141
Pamplona Airport,PNA,42.77000045776367,-1.6463299989700315
Reus Air Base,REU,41.14739990234375,1.1671700477600098
Rota Naval Station Airport,ROZ,36.645198822,-6.34946012497
Salamanca Airport,SLM,40.95209884643555,-5.501989841461182
San Sebastian Airport,EAS,43.35649871826172,-1.7906099557876587
Santiago de Compostela Airport,SCQ,42.89630126953125,-8.415140151977539
Pirineus - la Seu d'Urgel Airport,LEU,42.3386,1.40917
Torrejón Airport,TOJ,40.496700286865234,-3.4458699226379395
Valencia Airport,VLC,39.4893,-0.481625
Valladolid Airport,VLL,41.7061004639,-4.85194015503
Vitoria/Foronda Airport,VIT,42.8828010559082,-2.7244699001312256
Vigo Airport,VGO,42.2318000793457,-8.62677001953125
Santander Airport,SDR,43.42710113525391,-3.82000994682312
Zaragoza Air Base,ZAZ,41.66619873046875,-1.0415500402450562
Sevilla Airport,SVQ,37.417999267578125,-5.8931097984313965
Calais-Dunkerque Airport,CQF,50.962100982666016,1.954759955406189
Albert-Bray Airport,BYF,49.9715003967,2.69765996933
Le Touquet-Côte d'Opale Airport,LTQ,50.51739883422852,1.6205899715423584
Valenciennes-Denain Airport,XVS,50.325801849365234,3.4612600803375244
Agen-La Garenne Airport,AGF,44.17470169067383,0.5905560255050659
Bordeaux-Mérignac Airport,BOD,44.8283004761,-0.715556025505
Bergerac-Roumanière Airport,EGC,44.82529830932617,0.5186110138893127
Cognac-Châteaubernard (BA 709) Air Base,CNG,45.65829849243164,-0.3174999952316284
Poitiers-Biard Airport,PIS,46.58769989013672,0.3066659867763519
Montluçon-Guéret Airport,MCU,46.222599029541016,2.363960027694702
Limoges Airport,LIG,45.86280059814453,1.1794400215148926
Niort-Souché Airport,NIT,46.313477,-0.394529
Toulouse-Blagnac Airport,TLS,43.629101,1.36382
Pau Pyrénées Airport,PUF,43.380001068115234,-0.4186109900474548
Tarbes-Lourdes-Pyrénées Airport,LDE,43.1786994934082,-0.0064389999024569
Angoulême-Brie-Champniers Airport,ANG,45.72919845581055,0.2214560061693191
Brive Souillac Airport,BVE,45.039722,1.485556
Périgueux-Bassillac Airport,PGX,45.19810104370117,0.815555989742279
Biarritz-Anglet-Bayonne Airport,BIQ,43.4683333,-1.5311111
Cahors-Lalbenque Airport,ZAO,44.35139846801758,1.4752800464630127
Albi-Le Séquestre Airport,LBI,43.91389846801758,2.1130599975585938
Castres-Mazamet Airport,DCM,43.55630111694336,2.289180040359497
Rodez-Marcillac Airport,RDZ,44.407901763916016,2.4826700687408447
Royan-Médis Airport,RYN,45.62810134887695,-0.9725000262260436
Montauban Airport,XMW,44.02569961547852,1.3780399560928345
Rochefort-Saint-Agnant (BA 721) Airport,RCO,45.88779830932617,-0.9830560088157654
Colmar-Houssen Airport,CMR,48.109901428222656,7.359010219573975
Dole-Tavaux Airport,DLE,47.042686,5.435063
Aubenas-Ardèche Méridional Airport,OBS,44.544203,4.372192
Le Puy-Loudes Airport,LPY,45.0806999206543,3.762890100479126
Metz-Nancy-Lorraine Airport,ETZ,48.9821014404,6.25131988525
Bastia-Poretta Airport,BIA,42.55270004272461,9.48373031616211
Calvi-Sainte-Catherine Airport,CLY,42.5244444,8.7930556
Figari Sud-Corse Airport,FSC,41.5005989074707,9.097780227661133
Ajaccio-Napoléon Bonaparte Airport,AJA,41.92359924316406,8.8029203414917
Propriano Airport,PRP,41.66059875488281,8.889749526977539
Solenzara (BA 126) Air Base,SOZ,41.92440032958984,9.406000137329102
Auxerre-Branches Airport,AUF,47.85020065307617,3.497109889984131
Chambéry-Savoie Airport,CMF,45.63809967041016,5.880229949951172
Clermont-Ferrand Auvergne Airport,CFE,45.7867012024,3.1691699028
Bourges Airport,BOU,47.058101654052734,2.3702800273895264
Annemasse Airport,QNJ,46.1920013428,6.268390178680001
Lyon Saint-Exupéry Airport,LYS,45.725556,5.081111
Saint-Yan Airport,SYT,46.41249847412109,4.0132598876953125
Roanne-Renaison Airport,RNE,46.05830001831055,4.001389980316162
Annecy-Haute-Savoie-Mont Blanc Airport,NCY,45.9308333,6.1063889
Grenoble-Isère Airport,GNB,45.36289978027344,5.329370021820068
Valence-Chabeuil Airport,VAF,44.9216,4.9699
Vichy-Charmeil Airport,VHY,46.169700622558594,3.4037399291992188
Aurillac Airport,AUR,44.89139938354492,2.4219400882720947
Châteauroux-Déols Marcel Dassault Airport,CHR,46.860278,1.721111
Lyon-Bron Airport,LYN,45.72719955444336,4.944270133972168
Cannes-Mandelieu Airport,CEQ,43.542,6.95348
Saint-Étienne-Bouthéon Airport,EBU,45.54059982299805,4.296390056610107
Carcassonne Airport,CCF,43.21599960327149,2.3063199520111084
Marseille Provence Airport,MRS,43.439271922,5.22142410278
Nice-Côte d'Azur Airport,NCE,43.6584014893,7.215869903560001
Orange-Caritat (BA 115) Air Base,XOG,44.14049911499024,4.866720199584961
Perpignan-Rivesaltes (Llabanère) Airport,PGF,42.74039840698242,2.8706700801849365
Le Castellet Airport,CTT,43.25249862670898,5.785190105438232
Montpellier-Méditerranée Airport,MPL,43.57619857788086,3.96301007270813
Béziers-Vias Airport,BZR,43.32350158691406,3.353899955749512
Avignon-Caumont Airport,AVN,43.90729904174805,4.901830196380615
Mende-Brenoux Airfield,MEN,44.502102,3.53282
Paris Beauvais Tillé Airport,BVA,49.45439910888672,2.1127800941467285
Évreux-Fauville (BA 105) Air Base,EVX,49.02870178222656,1.219859957695007
Le Havre Octeville Airport,LEH,49.53390121459961,0.0880559980869293
Abbeville,XAB,50.143501,1.831891
Orléans-Bricy (BA 123) Air Base,ORE,47.9878005981,1.7605600357100002
Châlons-Vatry Airport,XCR,48.7733333333,4.206111111
Rouen Airport,URO,49.38420104980469,1.1748000383377075
Tours-Val-de-Loire Airport,TUF,47.4322013855,0.727605998516
Cholet Le Pontreau Airport,CET,47.08209991455078,-0.8770639896392822
Laval-Entrammes Airport,LVA,48.03139877319336,-0.7429860234260559
Paris-Le Bourget Airport,LBG,48.96939849853516,2.441390037536621
Creil Air Base,CSF,49.25350189208984,2.5191400051116943
Charles de Gaulle International Airport,CDG,49.012798,2.55
Toussus-le-Noble Airport,TNF,48.75189971923828,2.1061899662017822
Paris-Orly Airport,ORY,48.7233333,2.3794444
Pontoise - Cormeilles-en-Vexin Airport,POX,49.096667,2.040833
Villacoublay-Vélizy (BA 107) Air Base,VIY,48.7741667,2.1916667
Nevers-Fourchambault Airport,NVS,47.00260162353516,3.1133298873901367
Maubeuge-Élesmes Airport,XME,50.31050109863281,4.033120155334473
Lille-Lesquin Airport,LIL,50.563332,3.086886
Merville-Calonne Airport,HZB,50.61840057373047,2.642240047454834
Charleville-Mézières Airport,XCZ,49.78390121459961,4.647079944610596
Brest Bretagne Airport,BES,48.447898864746094,-4.418540000915527
Cherbourg-Maupertus Airport,CER,49.65010070800781,-1.4702800512313845
Dinard-Pleurtuit-Saint-Malo Airport,DNR,48.58769989013672,-2.0799601078033447
La Baule-Escoublac Airport,LBY,47.289398193359375,-2.346390008926392
Granville Airport,GFR,48.88309860229492,-1.564170002937317
Deauville-Saint-Gatien Airport,DOL,49.3652992249,0.154305994511
Lorient South Brittany (Bretagne Sud) Airport,LRT,47.76060104370117,-3.440000057220459
La Roche-sur-Yon Airport,EDM,46.70190048217773,-1.3786300420761108
Landivisiau Air Base,LDV,48.53030014038086,-4.151639938354492
Caen-Carpiquet Airport,CFR,49.173301696777344,-0.449999988079071
Le Mans-Arnage Airport,LME,47.94860076904297,0.2016669958829879
Rennes-Saint-Jacques Airport,RNS,48.0694999695,-1.73478996754
Lannion-Côte de Granit Airport,LAI,48.754398,-3.47166
Quimper-Cornouaille Airport,UIP,47.97499847412109,-4.167789936065674
Nantes Atlantique Airport,NTE,47.153198242200006,-1.61073005199
Saint-Brieuc-Armor Airport,SBK,48.5378,-2.85444
Morlaix-Ploujean Airport,MXN,48.6031990051,-3.81577992439
Vannes-Meucon Airport,VNE,47.72330093383789,-2.718559980392456
Saint-Nazaire-Montoir Airport,SNR,47.3105556,-2.1566667
EuroAirport Basel-Mulhouse-Freiburg Airport,BSL,47.59,7.5291667
Dijon-Bourgogne Airport,DIJ,47.268902,5.09
Metz-Frescaty (BA 128) Air Base,MZM,49.07170104980469,6.131669998168945
Épinal-Mirecourt Airport,EPL,48.325001,6.06998
Nancy-Essey Airport,ENC,48.69210052490234,6.230460166931152
Reims-Champagne (BA 112) Air Base,RHE,49.310001,4.05
Strasbourg Airport,SXB,48.53829956054688,7.628230094909668
Toulon-Hyères Airport,TLN,43.0973014832,6.14602994919
Nîmes-Arles-Camargue Airport,FNI,43.75740051269531,4.4163498878479
Miquelon Airport,MQC,47.095500946,-56.3802986145
St Pierre Airport,FSP,46.76290130615234,-56.173099517822266
Andravida Air Base,PYR,37.9207,21.292601
Agrinion Air Base,AGQ,38.602001,21.3512001
Dimokritos Airport,AXD,40.855899810791016,25.956300735473636
Nea Anchialos Airport,VOL,39.21960067749024,22.794300079345703
Chios Island National Airport,JKH,38.34320068359375,26.140600204467773
Ioannina Airport,IOA,39.6963996887207,20.82250022888184
Heraklion International Nikos Kazantzakis Airport,HER,35.3396987915,25.1802997589
Kastoria National Airport,KSO,40.4463005066,21.2821998596
Kithira Airport,KIT,36.2742996216,23.0170001984
Kefallinia Airport,EFL,38.12009811401367,20.5004997253418
Kalamata Airport,KLX,37.06829833984375,22.02549934387207
Kos Airport,KGS,36.79330062866211,27.091699600219727
Karpathos Airport,AOK,35.4213981628418,27.145999908447266
Ioannis Kapodistrias International Airport,CFU,39.601898193359375,19.911699295043945
Kasos Airport,KSJ,35.4213981628,26.9099998474
Alexander the Great International Airport,KVA,40.91329956054688,24.619199752807617
Filippos Airport,KZI,40.28609848022461,21.84079933166504
Leros Airport,LRS,37.184898,26.800301
Limnos Airport,LXS,39.917098999,25.236299514799995
Larisa Airport,LRA,39.650253,22.4655
Mikonos Airport,JMK,37.43510055541992,25.348100662231445
Mytilene International Airport,MJT,39.0567016602,26.5983009338
Aktion National Airport,PVK,38.92549896240234,20.765300750732425
Diagoras Airport,RHO,36.405399322509766,28.086200714111328
Araxos Airport,GPA,38.1511,21.4256
Chania International Airport,CHQ,35.531700134277344,24.14970016479492
Skiathos Island National Airport,JSI,39.17710113525391,23.503700256347656
Samos Airport,SMI,37.68999862670898,26.911699295043945
Sparti Airport,SPJ,36.973899841308594,22.52630043029785
Santorini Airport,JTR,36.399200439453125,25.47929954528809
Sitia Airport,JSH,35.21609878540039,26.101299285888672
Skiros Airport,SKU,38.9676017761,24.4871997833
Thessaloniki Macedonia International Airport,SKG,40.51969909667969,22.97089958190918
Zakynthos International Airport Dionysios Solomos,ZTH,37.7509,20.8843
Budapest Liszt Ferenc International Airport,BUD,47.42976,19.261093
Debrecen International Airport,DEB,47.48889923095703,21.61529922485352
Crotone Airport,CRV,38.9972,17.0802
Bari Karol Wojtyła Airport,BRI,41.138901,16.760599
Foggia Gino Lisa Airport,FOG,41.432899,15.535
Taranto-Grottaglie Marcello Arlotta Airport,TAR,40.517502,17.4032
Lecce Galatina Air Base,LCC,40.239201,18.133301
Pescara International Airport,PSR,42.431702,14.1811
Brindisi – Salento Airport,BDS,40.6576,17.947001
Lamezia Terme Airport,SUF,38.905399,16.2423
Catania-Fontanarossa Airport,CTA,37.466801,15.0664
Lampedusa Airport,LMP,35.497898,12.6181
Pantelleria Airport,PNL,36.816502,11.9689
Falcone–Borsellino Airport,PMO,38.175999,13.091
Reggio Calabria Airport,REG,38.071201,15.6516
Vincenzo Florio Airport Trapani-Birgi,TPS,37.9114,12.488
Sigonella Navy Air Base,NSY,37.401699,14.9224
Alghero-Fertilia Airport,AHO,40.632099,8.29077
Decimomannu Air Base,DCI,39.354198,8.97248
Cagliari Elmas Airport,CAG,39.251499,9.05428
Olbia Costa Smeralda Airport,OLB,40.898701,9.51763
Tortolì Airport,TTB,39.9188,9.68298
Malpensa International Airport,MXP,45.6306,8.72811
Il Caravaggio International Airport,BGY,45.673901,9.70417
Turin Airport,TRN,45.200802,7.64963
Villanova D'Albenga International Airport,ALL,44.050598,8.12743
Genoa Cristoforo Colombo Airport,GOA,44.4133,8.8375
Milano Linate Airport,LIN,45.445099,9.27674
Parma Airport,PMF,44.824501,10.2964
Cuneo International Airport,CUF,44.547001,7.62322
Aviano Air Base,AVB,46.031898,12.596503
Bolzano Airport,BZO,46.460201,11.3264
Bologna Guglielmo Marconi Airport,BLQ,44.5354,11.2887
Treviso-Sant'Angelo Airport,TSF,45.648399,12.1944
Forlì Airport,FRL,44.194801,12.0701
Brescia Airport,VBS,45.428902,10.3306
Trieste–Friuli Venezia Giulia Airport,TRS,45.827499,13.4722
Federico Fellini International Airport,RMI,44.020302,12.6117
Vicenza Airport,VIC,45.573399,11.5295
Padova Airport,QPA,45.395802,11.8479
Verona Villafranca Airport,VRN,45.395699,10.8885
Venice Marco Polo Airport,VCE,45.505299,12.3519
Siena-Ampugnano Airport,SAY,43.256302,11.255
Ciampino–G. B. Pastine International Airport,CIA,41.7994,12.5949
Leonardo da Vinci–Fiumicino Airport,FCO,41.8002778,12.2388889
Marina Di Campo Airport,EBA,42.7603,10.2394
Latina Air Base,QLT,41.5424,12.909
Naples International Airport,NAP,40.886002,14.2908
Pisa International Airport,PSA,43.683899,10.3927
Peretola Airport,FLR,43.810001,11.2051
Grosseto Air Base,GRS,42.759701,11.0719
Perugia San Francesco d'Assisi – Umbria International Airport,PEG,43.095901,12.5132
Ljubljana Jože Pučnik Airport,LJU,46.223701,14.4576
Maribor Airport,MBX,46.47990036010742,15.686100006103516
Portoroz Airport,POW,45.4734001159668,13.614999771118164
Kunovice Airport,UHE,49.02939987182617,17.439699172973633
Karlovy Vary International Airport,KLV,50.20299911499024,12.914999961853027
Ostrava Leos Janáček Airport,OSR,49.6963005065918,18.111099243164062
Pardubice Airport,PED,50.01340103149414,15.73859977722168
Přerov Air Base,PRV,49.42580032348633,17.404699325561523
Václav Havel Airport Prague,PRG,50.1008,14.26
Brno-Tuřany Airport,BRQ,49.15129852294922,16.694400787353516
Vodochody Airport,VOD,50.216599,14.3958
Ben Gurion International Airport,TLV,32.01139831542969,34.88669967651367
Beersheba (Teyman) Airport,BEV,31.287000656128,34.722999572754
Eilat Airport,ETH,29.56130027770996,34.96009826660156
Ein Yahav Airfield,EIY,30.621700286865234,35.20330047607422
Haifa International Airport,HFA,32.80939865112305,35.04309844970703
Ben Ya'akov Airport,RPN,32.98099899291992,35.5718994140625
Bar Yehuda Airfield,MTZ,31.32819938659668,35.38859939575195
Nevatim Air Base,VTM,31.2082996368,35.012298584
Ovda International Airport,VDA,29.94029998779297,34.93579864501953
Ramon Air Base,MIP,30.776100158691406,34.66669845581055
Sde Dov Airport,SDV,32.11470031738281,34.78219985961914
Malta International Airport,MLA,35.857498,14.4775
Graz Airport,GRZ,46.9911003112793,15.439599990844728
Innsbruck Airport,INN,47.260201,11.344
Linz Hörsching Airport,LNZ,48.2332,14.1875
Salzburg Airport,SZG,47.7933006287,13.0043001175
Vienna International Airport,VIE,48.110298156738,16.569700241089
Alverca Air Base,AVR,38.883301,-9.0301
Santa Maria Airport,SMA,36.97140121459961,-25.17060089111328
Bragança Airport,BGC,41.8578,-6.70713
Beja Airport / Airbase,BYJ,38.078899,-7.9324
Braga Municipal Aerodrome,BGZ,41.5871009827,-8.445139884949999
Cascais Airport,CAT,38.724998,-9.35523
Flores Airport,FLW,39.455299377441406,-31.13139915466309
Faro Airport,FAO,37.0144004822,-7.96590995789
Graciosa Airport,GRW,39.09220123291016,-28.029800415039062
Horta Airport,HOR,38.519901275634766,-28.715900421142575
Lajes Airport,TER,38.761799,-27.090799
Monte Real Air Base,QLR,39.828335,-8.8875
João Paulo II Airport,PDL,37.7411994934,-25.6979007721
Pico Airport,PIX,38.554298,-28.441299
Portimão Airport,PRM,37.1493,-8.58396
Francisco de Sá Carneiro Airport,OPO,41.2481002808,-8.68138980865
Porto Santo Airport,PXO,33.0733985901,-16.3500003815
Humberto Delgado Airport (Lisbon Portela Airport),LIS,38.7813,-9.13592
São Jorge Airport,SJZ,38.66550064086914,-28.175800323486328
Vila Real Airport,VRL,41.2743,-7.72047
Aerodromo Goncalves Lobato (Viseu Airport),VSE,40.725498,-7.88899
Mostar International Airport,OMO,43.282901763916016,17.84589958190918
Sarajevo International Airport,SJJ,43.82460021972656,18.331499099731445
Arad International Airport,ARW,46.17660140991211,21.261999130249023
Bacău Airport,BCM,46.52190017700195,26.91029930114746
Tautii Magheraus Airport,BAY,47.65840148925781,23.46999931335449
Băneasa International Airport,BBU,44.50320053100586,26.102100372314453
Mihail Kogălniceanu International Airport,CND,44.36220169067383,28.488300323486328
Cluj-Napoca International Airport,CLJ,46.78519821166992,23.686199188232425
Caransebeş Airport,CSB,45.41999816894531,22.25329971313477
Craiova Airport,CRA,44.31809997558594,23.888599395751957
Iaşi Airport,IAS,47.17850112915039,27.6205997467041
Oradea International Airport,OMR,47.025299072265625,21.90250015258789
Henri Coandă International Airport,OTP,44.5711111,26.085
Sibiu International Airport,SBZ,45.78559875488281,24.09129905700684
Satu Mare Airport,SUJ,47.70330047607422,22.88570022583008
Suceava Stefan cel Mare Airport,SCV,47.6875,26.35409927368164
Tulcea Airport,TCE,45.0625,28.71430015563965
Transilvania Târgu Mureş International Airport,TGM,46.46770095825195,24.412500381469727
Timişoara Traian Vuia Airport,TSR,45.80989837646485,21.337900161743164
Geneva Cointrin International Airport,GVA,46.23809814453125,6.108950138092041
Sion Airport,SIR,46.2196006775,7.326759815220001
Emmen Air Base,EML,47.092444,8.305184
Lugano Airport,LUG,46.00429916379999,8.9105796814
Bern Belp Airport,BRN,46.914100647,7.497149944309999
Grenchen Airport,ZHI,47.181599,7.41719
Zürich Airport,ZRH,47.464699,8.54917
St Gallen Altenrhein Airport,ACH,47.4850006104,9.560770034789998
Samedan Airport,SMV,46.53409957885742,9.884110450744627
Esenboğa International Airport,ESB,40.1281013489,32.995098114
Etimesgut Air Base,ANK,39.949798584,32.6885986328
Adana Airport,ADA,36.9822006226,35.2803993225
İncirlik Air Base,UAB,37.0021018982,35.4258995056
Afyon Airport,AFY,38.726398468,30.6011009216
Antalya International Airport,AYT,36.898701,30.800501
Gaziantep International Airport,GZT,36.9472007751,37.4786987305
Konya Airport,KYA,37.979,32.561901
Amasya Merzifon Airport,MZH,40.829399,35.521999
Sivas Nuri Demirağ Airport,VAS,39.813801,36.9035
Malatya Erhaç Airport,MLX,38.4352989197,38.0909996033
Kayseri Erkilet Airport,ASR,38.770401001,35.4953994751
Tokat Airport,TJK,40.307430267333984,36.367408752441406
Çardak Airport,DNZ,37.7855987549,29.7012996674
Atatürk International Airport,ISL,40.976898,28.8146
Balıkesir Merkez Airport,BZI,39.61930084228516,27.926000595092773
Bandırma Airport,BDM,40.31800079345703,27.97769927978516
Eskişehir Air Base,ESK,39.7840995789,30.5820999146
Adnan Menderes International Airport,ADB,38.2924003601,27.156999588
Çiğli Airport,IGL,38.5130004883,27.010099411
Cengiz Topel Airport,KCO,40.73500061035156,30.08329963684082
Dalaman International Airport,DLM,36.7131004333,28.7924995422
Imsık Airport,BXN,37.140098571777344,27.669700622558597
Elazığ Airport,EZS,38.6068992615,39.2914009094
Diyarbakir Airport,DIY,37.893901825,40.2010002136
Erzincan Airport,ERC,39.7102012634,39.5270004272
Erzurum International Airport,ERZ,39.9565010071,41.17020034789999
Trabzon International Airport,TZX,40.99509811401367,39.78969955444336
Van Ferit Melen Airport,VAN,38.46820068359375,43.332298278808594
Batman Airport,BAL,37.9290008545,41.1166000366
Siirt Airport,SXZ,37.97890090942383,41.84040069580078
Bălți International Airport,BZY,47.843056,27.777222
Chişinău International Airport,KIV,46.92770004272461,28.93099975585937
Ohrid St. Paul the Apostle Airport,OHD,41.18,20.7423
Skopje Alexander the Great Airport,SKP,41.961601,21.621401
Gibraltar Airport,GIB,36.1511993408,-5.3496599197400005
Belgrade Nikola Tesla Airport,BEG,44.8184013367,20.3090991974
Nis Airport,INI,43.337299,21.853701
Podgorica Airport,TGD,42.359402,19.2519
Priština International Airport,PRN,42.5728,21.035801
Tivat Airport,TIV,42.40470123291016,18.72330093383789
M. R. Štefánik Airport,BTS,48.17020034790039,17.21269989013672
Košice Airport,KSC,48.66310119628906,21.241100311279297
Piešťany Airport,PZY,48.62519836425781,17.828399658203125
Sliač Airport,SLD,48.63779830932617,19.13409996032715
Poprad-Tatry Airport,TAT,49.073600769,20.2411003113
North Caicos Airport,NCA,21.9175,-71.939598
Providenciales Airport,PLS,21.77359962463379,-72.26589965820312
